Customer ID,Assigned RM,Customer Type,Priority/Private,Transaction Label,AUM Label,Propensity BAC,Propensity SB,Propensity RD,Score Overall,Score BAC,Score SB,Score RD,Risk Profile
3968,RM003,High Net Worth,Priority,,Low,Low,Low,Low,3,1,1,1,Moderate
3971,RM003,Very High Net Worth,Priority,High,Medium,High,Low,Qualified,8,3,1,4,Moderate
3972,RM003,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Aggressive
3973,RM003,High Net Worth,Priority,Medium,Medium,High,Qualified,Low,8,3,4,1,Balanced
3974,RM003,High Net Worth,Priority,Low,Low,Low,Low,Medium,4,1,1,2,Growth
3979,RM003,High Net Worth,Priority,Low,High,High,Low,Low,5,3,1,1,Aggressive
3980,RM003,High Net Worth,Priority,Medium,High,Low,Qualified,Low,6,1,4,1,Moderate
3986,RM003,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,
3987,RM003,High Net Worth,Priority,Medium,Medium,Low,High,High,7,1,3,3,Conservative
3988,RM003,High Net Worth,Priority,Medium,Medium,Low,High,Qualified,8,1,3,4,Conservative
3995,RM003,High Net Worth,Priority,Medium,High,Low,Qualified,Low,6,1,4,1,Balanced
3997,RM003,High Net Worth,Priority,Medium,Medium,High,High,High,9,3,3,3,Balanced
3998,RM003,High Net Worth,Priority,Medium,High,Low,High,High,7,1,3,3,Balanced
4000,RM003,High Net Worth,Priority,,Low,Low,Low,Low,3,1,1,1,Balanced
4001,RM003,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Aggressive
4003,RM003,High Net Worth,Priority,Medium,High,Low,High,Low,5,1,3,1,Balanced
4004,RM003,High Net Worth,Priority,Medium,Medium,Low,High,High,7,1,3,3,Aggressive
4006,RM003,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Balanced
4009,RM003,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
4011,RM003,High Net Worth,Priority,Low,Medium,High,Low,Low,5,3,1,1,Balanced
4012,RM003,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Conservative
4014,RM003,High Net Worth,Priority,High,High,Low,Qualified,Low,6,1,4,1,Balanced
4017,RM003,High Net Worth,Priority,Low,High,Low,Medium,Low,4,1,2,1,Growth
4023,RM003,High Net Worth,Priority,Medium,Medium,Low,Medium,Low,4,1,2,1,Balanced
4027,RM003,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Balanced
4029,RM003,High Net Worth,Priority,Medium,Medium,Low,Qualified,Qualified,9,1,4,4,Conservative
4030,RM003,High Net Worth,Priority,Medium,High,High,High,High,9,3,3,3,Moderate
4032,RM003,High Net Worth,Priority,Medium,High,Low,Qualified,Low,6,1,4,1,Conservative
4035,RM003,Very High Net Worth,Priority,High,Zero,High,Low,Qualified,8,3,1,4,Conservative
4042,RM003,High Net Worth,Priority,Medium,High,High,High,Low,7,3,3,1,Conservative
4045,RM003,High Net Worth,Priority,Medium,Medium,Low,High,High,7,1,3,3,Conservative
4047,RM003,High Net Worth,Priority,Medium,Medium,Low,Medium,Low,4,1,2,1,Conservative
4053,RM003,High Net Worth,Priority,High,Medium,Medium,High,Low,6,2,3,1,Conservative
4055,RM003,High Net Worth,Priority,High,High,Low,High,High,7,1,3,3,Conservative
4057,RM003,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Growth
4059,RM003,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Moderate
4067,RM003,High Net Worth,Priority,High,High,Low,Qualified,Low,6,1,4,1,Aggressive
4069,RM003,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
4071,RM003,High Net Worth,Priority,High,Medium,Low,High,High,7,1,3,3,Growth
4072,RM003,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Moderate
4084,RM003,High Net Worth,Priority,High,Medium,Low,High,High,7,1,3,3,Moderate
4086,RM003,High Net Worth,Priority,High,Low,Low,Low,High,5,1,1,3,Moderate
4090,RM003,High Net Worth,Priority,Medium,High,Low,High,Low,5,1,3,1,Conservative
4093,RM003,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Moderate
4096,RM003,High Net Worth,Priority,Low,Medium,Low,Qualified,Low,6,1,4,1,Balanced
4098,RM003,Very High Net Worth,Priority,High,High,Low,Qualified,Qualified,9,1,4,4,Balanced
4099,RM003,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Growth
4100,RM003,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Growth
4103,RM003,High Net Worth,Priority,Medium,Medium,Medium,Low,High,6,2,1,3,Growth
4106,RM003,High Net Worth,Priority,Medium,High,High,High,High,9,3,3,3,Conservative
4108,RM003,High Net Worth,Priority,High,High,Medium,Low,Medium,5,2,1,2,Balanced
4114,RM003,High Net Worth,Priority,Medium,Medium,Low,Qualified,Qualified,9,1,4,4,Balanced
4121,RM003,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
4125,RM003,High Net Worth,Priority,Medium,High,Low,High,Low,5,1,3,1,Growth
4131,RM003,High Net Worth,Priority,Medium,Low,Low,Qualified,Low,6,1,4,1,Moderate
4133,RM003,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Balanced
4140,RM003,High Net Worth,Priority,Medium,Medium,Low,Medium,Low,4,1,2,1,Growth
4141,RM003,High Net Worth,Priority,High,Medium,Low,Qualified,Low,6,1,4,1,Aggressive
4142,RM003,Very High Net Worth,Priority,Medium,High,Low,High,Low,5,1,3,1,Balanced
4145,RM003,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
4149,RM003,High Net Worth,Priority,Medium,High,Low,Medium,Low,4,1,2,1,Conservative
4150,RM003,High Net Worth,Priority,Medium,High,Low,Qualified,Low,6,1,4,1,Growth
4151,RM003,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
4152,RM003,Very High Net Worth,Priority,High,High,Qualified,Low,Low,6,4,1,1,Moderate
4162,RM003,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Aggressive
4165,RM003,Very High Net Worth,Priority,High,High,Qualified,Low,Low,6,4,1,1,Conservative
4169,RM003,High Net Worth,Priority,Medium,Medium,Low,Qualified,High,8,1,4,3,Growth
4172,RM003,High Net Worth,Priority,Medium,Low,High,High,Low,7,3,3,1,Conservative
4173,RM003,High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Moderate
4174,RM003,High Net Worth,Priority,Medium,Low,Low,High,Qualified,8,1,3,4,Conservative
4175,RM003,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Growth
4176,RM003,High Net Worth,Priority,Medium,Medium,Low,High,High,7,1,3,3,Moderate
4179,RM003,High Net Worth,Priority,Medium,Medium,Low,High,High,7,1,3,3,Conservative
4186,RM003,High Net Worth,Priority,Low,Medium,Medium,High,High,8,2,3,3,Moderate
4187,RM003,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Conservative
4190,RM003,High Net Worth,Priority,Low,High,Low,High,Qualified,8,1,3,4,Moderate
4193,RM003,Very High Net Worth,Priority,Low,High,High,Low,Medium,6,3,1,2,Balanced
4194,RM003,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
4195,RM003,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Conservative
4206,RM003,High Net Worth,Priority,Low,Zero,Qualified,Low,Low,6,4,1,1,Conservative
4210,RM003,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Moderate
4217,RM003,High Net Worth,Priority,High,Medium,Low,Low,Qualified,6,1,1,4,Moderate
4223,RM003,Ultra High Net Worth,Priority,High,Medium,Low,High,Low,5,1,3,1,Growth
4225,RM003,Very High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
4227,RM003,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Aggressive
4233,RM003,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Moderate
4234,RM003,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Aggressive
4239,RM003,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Moderate
4242,RM003,High Net Worth,Priority,High,High,Low,Medium,Low,4,1,2,1,Moderate
4244,RM003,High Net Worth,Priority,Medium,High,Low,Qualified,Low,6,1,4,1,Growth
4252,RM003,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,
4253,RM003,High Net Worth,Priority,High,High,Low,Qualified,Low,6,1,4,1,Conservative
4254,RM003,High Net Worth,Priority,High,Medium,Low,High,Low,5,1,3,1,Balanced
4256,RM003,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Moderate
4257,RM003,Very High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Balanced
4260,RM003,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Conservative
4265,RM003,High Net Worth,Priority,High,High,Low,Qualified,Low,6,1,4,1,Conservative
4271,RM003,High Net Worth,Priority,High,High,Low,Qualified,Low,6,1,4,1,Conservative
4278,RM003,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Aggressive
4280,RM003,Very High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Conservative
4282,RM003,High Net Worth,Priority,,Low,Low,Low,Low,3,1,1,1,Balanced
4288,RM003,High Net Worth,Priority,High,High,Low,Qualified,Low,6,1,4,1,Balanced
4290,RM003,High Net Worth,Priority,High,Medium,Low,Qualified,Qualified,9,1,4,4,Growth
4291,RM003,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
4304,RM003,High Net Worth,Priority,Medium,High,Low,High,Low,5,1,3,1,Moderate
4307,RM003,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Moderate
4309,RM003,High Net Worth,Priority,High,Medium,Low,High,High,7,1,3,3,Balanced
4311,RM003,High Net Worth,Priority,Low,Medium,Low,Medium,Low,4,1,2,1,Moderate
4315,RM003,High Net Worth,Priority,Medium,Medium,Low,Qualified,Medium,7,1,4,2,Moderate
4319,RM003,High Net Worth,Priority,Medium,High,Low,High,Medium,6,1,3,2,Balanced
4321,RM003,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
4322,RM003,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Balanced
4325,RM003,High Net Worth,Priority,Low,Medium,Low,High,Low,5,1,3,1,Conservative
4331,RM003,High Net Worth,Priority,Medium,Medium,Low,Qualified,High,8,1,4,3,Moderate
4332,RM003,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Conservative
4334,RM003,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Conservative
4341,RM003,High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Growth
4342,RM003,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Moderate
4345,RM003,High Net Worth,Priority,Low,High,Low,Qualified,High,8,1,4,3,Balanced
4350,RM003,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Growth
4352,RM003,High Net Worth,Priority,Medium,Medium,Low,Low,High,5,1,1,3,Conservative
4353,RM003,High Net Worth,Priority,High,Medium,Low,High,Low,5,1,3,1,Balanced
4355,RM003,High Net Worth,Priority,Medium,Low,Low,High,High,7,1,3,3,Growth
4362,RM003,High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Balanced
4363,RM003,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Growth
4366,RM003,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Growth
4378,RM003,High Net Worth,Priority,Medium,Medium,Low,High,High,7,1,3,3,Moderate
4392,RM003,High Net Worth,Priority,Medium,Medium,Low,Low,Medium,4,1,1,2,Conservative
4396,RM003,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Balanced
4397,RM003,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Balanced
4399,RM003,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Growth
4401,RM003,Very High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Moderate
4403,RM003,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Moderate
4410,RM003,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Moderate
4413,RM003,High Net Worth,Priority,Low,Medium,Low,Qualified,Low,6,1,4,1,Aggressive
4415,RM003,High Net Worth,Priority,Low,Medium,Low,High,Low,5,1,3,1,Conservative
4426,RM003,Very High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Balanced
4435,RM003,High Net Worth,Priority,Medium,Medium,Qualified,Medium,Low,7,4,2,1,Balanced
4437,RM003,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Moderate
4438,RM003,Ultra High Net Worth,Priority,,Low,Low,Low,Low,3,1,1,1,Growth
4444,RM003,High Net Worth,Priority,High,Medium,Low,Qualified,High,8,1,4,3,Balanced
4445,RM003,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
4450,RM003,High Net Worth,Priority,Medium,High,High,High,Low,7,3,3,1,Moderate
4452,RM003,High Net Worth,Priority,High,High,Low,Qualified,Medium,7,1,4,2,Balanced
4455,RM003,High Net Worth,Priority,High,High,Low,Medium,Low,4,1,2,1,Balanced
4456,RM003,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
4458,RM003,High Net Worth,Priority,Medium,Medium,Low,Qualified,High,8,1,4,3,Conservative
4465,RM003,High Net Worth,Priority,Low,Medium,Low,High,Low,5,1,3,1,Moderate
4471,RM003,High Net Worth,Priority,Medium,Low,High,Qualified,Low,8,3,4,1,Moderate
4474,RM003,High Net Worth,Priority,High,Low,High,High,Qualified,10,3,3,4,Conservative
4476,RM003,High Net Worth,Priority,,Low,Low,Low,Low,3,1,1,1,
4478,RM003,High Net Worth,Priority,Medium,Medium,Qualified,High,Low,8,4,3,1,Conservative
4482,RM003,High Net Worth,Priority,Low,Medium,Low,Low,Qualified,6,1,1,4,Conservative
4484,RM003,High Net Worth,Priority,High,High,Low,Qualified,High,8,1,4,3,Aggressive
4490,RM003,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Aggressive
4492,RM003,High Net Worth,Priority,Medium,High,Low,Qualified,Low,6,1,4,1,Balanced
4495,RM003,High Net Worth,Priority,Medium,Medium,Low,Qualified,Qualified,9,1,4,4,Moderate
4501,RM003,High Net Worth,Priority,Low,Medium,Low,Qualified,Low,6,1,4,1,Aggressive
4502,RM003,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,
4507,RM003,High Net Worth,Priority,Low,Medium,Low,High,Low,5,1,3,1,Conservative
4509,RM003,High Net Worth,Priority,Medium,High,Low,Qualified,Qualified,9,1,4,4,Growth
4513,RM003,Very High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,
4524,RM003,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Conservative
4526,RM003,High Net Worth,Priority,Medium,Medium,Qualified,Qualified,Low,9,4,4,1,Moderate
4532,RM003,High Net Worth,Priority,High,Medium,Low,Qualified,High,8,1,4,3,Balanced
4533,RM003,High Net Worth,Priority,High,High,Low,Qualified,High,8,1,4,3,Conservative
4535,RM003,Very High Net Worth,Priority,Low,High,High,Low,Low,5,3,1,1,Growth
4537,RM003,High Net Worth,Priority,High,Medium,Low,Qualified,High,8,1,4,3,Conservative
4539,RM003,High Net Worth,Priority,High,Medium,Low,Low,High,5,1,1,3,Aggressive
4542,RM003,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Growth
4544,RM003,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Balanced
4546,RM003,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Growth
4549,RM003,High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Moderate
4555,RM003,High Net Worth,Priority,High,Medium,High,Qualified,High,10,3,4,3,Conservative
4561,RM003,High Net Worth,Priority,,Low,Low,Low,Low,3,1,1,1,Balanced
4562,RM003,High Net Worth,Priority,Low,Low,Low,High,Low,5,1,3,1,Growth
4564,RM003,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Moderate
4565,RM003,High Net Worth,Priority,High,Medium,Low,Qualified,High,8,1,4,3,Moderate
4570,RM003,High Net Worth,Priority,High,High,Low,Qualified,Medium,7,1,4,2,Moderate
4573,RM003,High Net Worth,Priority,Medium,Medium,Low,Low,High,5,1,1,3,Aggressive
4577,RM003,High Net Worth,Priority,High,High,Low,High,High,7,1,3,3,Balanced
4578,RM003,High Net Worth,Priority,High,Medium,Low,High,Medium,6,1,3,2,Growth
4599,RM003,High Net Worth,Priority,Medium,Medium,Low,Qualified,High,8,1,4,3,Conservative
4605,RM003,High Net Worth,Priority,Low,Medium,Qualified,Low,Low,6,4,1,1,
4606,RM003,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Moderate
4610,RM003,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Balanced
4615,RM003,High Net Worth,Priority,Low,High,Low,Low,Medium,4,1,1,2,Moderate
4616,RM003,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Balanced
4623,RM003,High Net Worth,Priority,Low,Medium,Low,Low,Medium,4,1,1,2,Conservative
4624,RM003,High Net Worth,Priority,Medium,Medium,Low,High,Qualified,8,1,3,4,Growth
4625,RM003,High Net Worth,Priority,High,Medium,High,High,High,9,3,3,3,Growth
4627,RM003,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Balanced
4630,RM003,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Conservative
4635,RM003,High Net Worth,Priority,Medium,High,Low,Low,High,5,1,1,3,Moderate
4636,RM003,High Net Worth,Priority,Low,Medium,Low,Medium,Low,4,1,2,1,Moderate
4643,RM003,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Growth
4647,RM003,Very High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Aggressive
4657,RM003,High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Growth
4661,RM003,High Net Worth,Priority,High,High,Low,Qualified,Low,6,1,4,1,Moderate
4662,RM003,High Net Worth,Priority,Low,Medium,Low,Medium,Low,4,1,2,1,Balanced
4679,RM003,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Balanced
4680,RM003,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Moderate
4681,RM003,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Conservative
4685,RM003,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Balanced
4688,RM003,High Net Worth,Priority,High,Medium,High,High,High,9,3,3,3,Balanced
4694,RM003,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
4701,RM003,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Moderate
4702,RM003,High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Moderate
4710,RM003,Very High Net Worth,Priority,High,High,Medium,High,Qualified,9,2,3,4,Growth
4715,RM003,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Moderate
4724,RM003,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Conservative
4728,RM003,High Net Worth,Priority,High,Medium,High,High,Low,7,3,3,1,Moderate
4731,RM003,High Net Worth,Priority,High,High,Low,Low,Qualified,6,1,1,4,Moderate
4758,RM003,High Net Worth,Priority,High,High,Low,Qualified,Low,6,1,4,1,Balanced
4761,RM003,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
4764,RM003,Very High Net Worth,Priority,Medium,High,Low,High,Medium,6,1,3,2,Moderate
4766,RM003,High Net Worth,Priority,Medium,Medium,Low,Low,High,5,1,1,3,Balanced
4768,RM003,High Net Worth,Priority,High,Low,Low,Qualified,Low,6,1,4,1,Conservative
4769,RM003,Very High Net Worth,Priority,High,High,Low,Qualified,Low,6,1,4,1,Conservative
4772,RM003,Very High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Balanced
4779,RM003,High Net Worth,Priority,Low,Medium,Low,High,Low,5,1,3,1,Balanced
4781,RM003,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Balanced
4783,RM003,High Net Worth,Priority,High,Medium,Low,High,Low,5,1,3,1,Conservative
4784,RM003,High Net Worth,Priority,Low,Medium,Low,Medium,Low,4,1,2,1,Balanced
4785,RM003,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,
4788,RM003,High Net Worth,Priority,High,High,High,Qualified,Low,8,3,4,1,Balanced
4796,RM003,High Net Worth,Priority,High,Medium,Low,Qualified,High,8,1,4,3,Balanced
4797,RM003,High Net Worth,Priority,High,Medium,Low,Low,Qualified,6,1,1,4,Moderate
4800,RM003,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
4802,RM003,High Net Worth,Priority,Low,Medium,Low,High,Low,5,1,3,1,Balanced
4810,RM003,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Growth
4811,RM003,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
4813,RM003,Ultra High Net Worth,Priority,Medium,Medium,Low,Low,High,5,1,1,3,Moderate
4814,RM003,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Moderate
4815,RM003,High Net Worth,Priority,Low,Low,Low,Qualified,Low,6,1,4,1,Moderate
4819,RM003,High Net Worth,Priority,High,Medium,Low,High,Qualified,8,1,3,4,Balanced
4820,RM003,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Conservative
4822,RM003,High Net Worth,Priority,Medium,Medium,High,Medium,Low,6,3,2,1,
4823,RM003,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Balanced
4825,RM003,High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Balanced
4828,RM003,High Net Worth,Priority,Medium,Low,Low,High,Qualified,8,1,3,4,Growth
4829,RM003,High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Balanced
4839,RM003,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
4841,RM003,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Growth
4844,RM003,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Aggressive
4846,RM003,High Net Worth,Priority,High,High,Low,Qualified,High,8,1,4,3,Growth
4847,RM003,High Net Worth,Priority,Medium,High,Low,Qualified,Low,6,1,4,1,Moderate
4850,RM003,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Growth
4853,RM003,High Net Worth,Priority,High,Medium,Low,High,Medium,6,1,3,2,Balanced
4854,RM003,High Net Worth,Priority,High,High,Low,High,Qualified,8,1,3,4,Balanced
4855,RM003,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Conservative
4858,RM003,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Balanced
4861,RM003,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Conservative
4863,RM003,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Conservative
4871,RM004,High Net Worth,Priority,High,Medium,Low,Low,High,5,1,1,3,Balanced
4873,RM004,High Net Worth,Priority,High,High,Low,Qualified,Low,6,1,4,1,Moderate
4882,RM004,High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Growth
4883,RM004,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Moderate
4888,RM004,High Net Worth,Priority,Low,High,Low,Low,Medium,4,1,1,2,Moderate
4891,RM004,High Net Worth,Priority,High,Medium,Low,High,Qualified,8,1,3,4,Moderate
4893,RM004,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
4900,RM004,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Moderate
4901,RM004,High Net Worth,Priority,Medium,Medium,Low,Medium,Low,4,1,2,1,Balanced
4903,RM004,Very High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Moderate
4904,RM004,High Net Worth,Priority,Medium,Medium,Low,High,Low,5,1,3,1,Balanced
4907,RM004,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Conservative
4912,RM004,High Net Worth,Priority,High,High,Low,High,Low,5,1,3,1,Conservative
4915,RM004,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Moderate
4916,RM004,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,
4918,RM004,High Net Worth,Priority,Medium,Low,High,Qualified,Qualified,11,3,4,4,Conservative
4920,RM004,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
4929,RM004,High Net Worth,Priority,,High,Low,Low,Low,3,1,1,1,Aggressive
4939,RM004,High Net Worth,Priority,High,Medium,Low,Low,High,5,1,1,3,Moderate
4940,RM004,High Net Worth,Priority,Medium,Medium,Low,High,High,7,1,3,3,Moderate
4947,RM004,Very High Net Worth,Priority,Low,High,High,Low,Low,5,3,1,1,Moderate
4948,RM004,High Net Worth,Priority,High,Medium,High,Qualified,High,10,3,4,3,Moderate
4951,RM004,High Net Worth,Priority,Medium,Medium,Low,Qualified,High,8,1,4,3,Balanced
4956,RM004,High Net Worth,Priority,Medium,Medium,Low,Qualified,Qualified,9,1,4,4,Conservative
4957,RM004,High Net Worth,Priority,High,High,Low,High,Qualified,8,1,3,4,Aggressive
4961,RM004,High Net Worth,Priority,High,High,Low,Low,High,5,1,1,3,Growth
4963,RM004,High Net Worth,Priority,,Zero,Low,Low,Low,3,1,1,1,Balanced
4970,RM004,High Net Worth,Priority,Low,Medium,Low,Low,High,5,1,1,3,Growth
4975,RM004,High Net Worth,Priority,High,Medium,Low,Qualified,Low,6,1,4,1,Conservative
4977,RM004,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Moderate
4980,RM004,Very High Net Worth,Priority,Medium,High,Qualified,High,High,10,4,3,3,Growth
4981,RM004,High Net Worth,Priority,High,Low,Medium,Low,Qualified,7,2,1,4,Moderate
4985,RM004,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Moderate
4987,RM004,High Net Worth,Priority,Medium,Medium,Low,High,High,7,1,3,3,Moderate
4988,RM004,High Net Worth,Priority,Medium,Medium,Low,Qualified,Low,6,1,4,1,Conservative
4994,RM004,High Net Worth,Priority,Low,Low,Low,Low,Qualified,6,1,1,4,Conservative
4995,RM004,High Net Worth,Priority,High,Medium,Low,Qualified,Low,6,1,4,1,Growth
5012,RM004,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
5018,RM004,High Net Worth,Priority,High,High,Low,Medium,High,6,1,2,3,Balanced
5019,RM004,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Growth
5032,RM004,High Net Worth,Priority,,Medium,Low,Low,Low,3,1,1,1,Balanced
5034,RM004,High Net Worth,Priority,High,High,Low,Qualified,Medium,7,1,4,2,Conservative
5046,RM004,High Net Worth,Priority,Medium,High,High,High,High,9,3,3,3,Moderate
5047,RM004,Very High Net Worth,Priority,High,Zero,Low,Low,Qualified,6,1,1,4,Conservative
5051,RM004,High Net Worth,Priority,Low,High,Medium,Low,Low,4,2,1,1,Conservative
5052,RM004,High Net Worth,Priority,Low,Medium,Low,High,Low,5,1,3,1,Conservative
5053,RM004,High Net Worth,Priority,High,High,Low,Qualified,Low,6,1,4,1,Conservative
5057,RM004,High Net Worth,Priority,Low,High,Low,High,High,7,1,3,3,Conservative
